X,feature_types,gene_id,is_gene_coding
IQCJ-SCHIP1,GEX,ENSG00000283154,1
IL12A-AS1,GEX,ENSG00000244040,0
IFT80,GEX,ENSG00000068885,1
SMC4,GEX,ENSG00000113810,1
TRIM59,GEX,ENSG00000213186,1
KPNA4,GEX,ENSG00000186432,1
PPM1L,GEX,ENSG00000163590,1
B3GALNT1,GEX,ENSG00000169255,1
NMD3,GEX,ENSG00000169251,1
LINC01322,GEX,ENSG00000244128,0
SERPINI2,GEX,ENSG00000114204,1
WDR49,GEX,ENSG00000174776,1
PDCD10,GEX,ENSG00000114209,1
SERPINI1,GEX,ENSG00000163536,1
GOLIM4,GEX,ENSG00000173905,1
MECOM,GEX,ENSG00000085276,1
MYNN,GEX,ENSG00000085274,1
LRRC34,GEX,ENSG00000171757,1
SEC62,GEX,ENSG00000008952,1
GPR160,GEX,ENSG00000173890,1
PHC3,GEX,ENSG00000173889,1
PRKCI,GEX,ENSG00000163558,1
SKIL,GEX,ENSG00000136603,1
RPL22L1,GEX,ENSG00000163584,1
EIF5A2,GEX,ENSG00000163577,1
TNIK,GEX,ENSG00000154310,1
PLD1,GEX,ENSG00000075651,1
FNDC3B,GEX,ENSG00000075420,1
TNFSF10,GEX,ENSG00000121858,1
NCEH1,GEX,ENSG00000144959,1
ECT2,GEX,ENSG00000114346,1
NLGN1,GEX,ENSG00000169760,1
NAALADL2,GEX,ENSG00000177694,1
TBL1XR1,GEX,ENSG00000177565,1
KCNMB2-AS1,GEX,ENSG00000237978,0
ZMAT3,GEX,ENSG00000172667,1
PIK3CA,GEX,ENSG00000121879,1
KCNMB3,GEX,ENSG00000171121,1
ZNF639,GEX,ENSG00000121864,1
MFN1,GEX,ENSG00000171109,1
GNB4,GEX,ENSG00000114450,1
ACTL6A,GEX,ENSG00000136518,1
MRPL47,GEX,ENSG00000136522,1
NDUFB5,GEX,ENSG00000136521,1
USP13,GEX,ENSG00000058056,1
TTC14,GEX,ENSG00000163728,1
FXR1,GEX,ENSG00000114416,1
DNAJC19,GEX,ENSG00000205981,1
SOX2-OT,GEX,ENSG00000242808,0
ATP11B,GEX,ENSG00000058063,1
DCUN1D1,GEX,ENSG00000043093,1
MCCC1,GEX,ENSG00000078070,1
MCF2L2,GEX,ENSG00000053524,1
B3GNT5,GEX,ENSG00000176597,1
KLHL6,GEX,ENSG00000172578,1
KLHL24,GEX,ENSG00000114796,1
YEATS2,GEX,ENSG00000163872,1
PARL,GEX,ENSG00000175193,1
ABCC5,GEX,ENSG00000114770,1
EIF2B5,GEX,ENSG00000145191,1
DVL3,GEX,ENSG00000161202,1
AP2M1,GEX,ENSG00000161203,1
ABCF3,GEX,ENSG00000161204,1
ALG3,GEX,ENSG00000214160,1
PSMD2,GEX,ENSG00000175166,1
EIF4G1,GEX,ENSG00000114867,1
FAM131A,GEX,ENSG00000175182,1
CLCN2,GEX,ENSG00000114859,1
POLR2H,GEX,ENSG00000163882,1
MAGEF1,GEX,ENSG00000177383,1
VPS8,GEX,ENSG00000156931,1
EHHADH,GEX,ENSG00000113790,1
MAP3K13,GEX,ENSG00000073803,1
TMEM41A,GEX,ENSG00000163900,1
SENP2,GEX,ENSG00000163904,1
IGF2BP2,GEX,ENSG00000073792,1
TRA2B,GEX,ENSG00000136527,1
ETV5,GEX,ENSG00000244405,1
DGKG,GEX,ENSG00000058866,1
CRYGS,GEX,ENSG00000213139,1
TBCCD1,GEX,ENSG00000113838,1
DNAJB11,GEX,ENSG00000090520,1
AC068631.1,GEX,ENSG00000197099,0
EIF4A2,GEX,ENSG00000156976,1
RFC4,GEX,ENSG00000163918,1
ST6GAL1,GEX,ENSG00000073849,1
RPL39L,GEX,ENSG00000163923,1
BCL6,GEX,ENSG00000113916,1
AC072022.2,GEX,ENSG00000285938,1
LPP,GEX,ENSG00000145012,1
TPRG1,GEX,ENSG00000188001,1
P3H2,GEX,ENSG00000090530,1
IL1RAP,GEX,ENSG00000196083,1
CCDC50,GEX,ENSG00000152492,1
MB21D2,GEX,ENSG00000180611,1
ATP13A4,GEX,ENSG00000127249,1
OPA1,GEX,ENSG00000198836,1
ATP13A3,GEX,ENSG00000133657,1
LINC00884,GEX,ENSG00000233058,0
TMEM44-AS1,GEX,ENSG00000231770,0
TMEM44,GEX,ENSG00000145014,1
LSG1,GEX,ENSG00000041802,1
FAM43A,GEX,ENSG00000185112,1
XXYLT1,GEX,ENSG00000173950,1
ACAP2,GEX,ENSG00000114331,1
PPP1R2,GEX,ENSG00000184203,1
AC069213.1,GEX,ENSG00000223711,0
MUC20,GEX,ENSG00000176945,1
TNK2,GEX,ENSG00000061938,1
TFRC,GEX,ENSG00000072274,1
PCYT1A,GEX,ENSG00000161217,1
TCTEX1D2,GEX,ENSG00000213123,1
TM4SF19-AS1,GEX,ENSG00000235897,0
UBXN7,GEX,ENSG00000163960,1
RNF168,GEX,ENSG00000163961,1
WDR53,GEX,ENSG00000185798,1
FBXO45,GEX,ENSG00000174013,1
NRROS,GEX,ENSG00000174004,1
PIGX,GEX,ENSG00000163964,1
CEP19,GEX,ENSG00000174007,1
PAK2,GEX,ENSG00000180370,1
SENP5,GEX,ENSG00000119231,1
AC016949.1,GEX,ENSG00000230732,0
NCBP2,GEX,ENSG00000114503,1
NCBP2AS2,GEX,ENSG00000270170,1
PIGZ,GEX,ENSG00000119227,1
MELTF,GEX,ENSG00000163975,1
DLG1,GEX,ENSG00000075711,1
BDH1,GEX,ENSG00000161267,1
AC024560.4,GEX,ENSG00000286909,0
RUBCN,GEX,ENSG00000145016,1
FYTTD1,GEX,ENSG00000122068,1
LRCH3,GEX,ENSG00000186001,1
IQCG,GEX,ENSG00000114473,1
RPL35A,GEX,ENSG00000182899,1
LMLN,GEX,ENSG00000185621,1
ZNF595,GEX,ENSG00000272602,1
ZNF718,GEX,ENSG00000250312,1
ZNF141,GEX,ENSG00000131127,1
AC092574.2,GEX,ENSG00000281016,0
ZNF721,GEX,ENSG00000182903,1
PIGG,GEX,ENSG00000174227,1
PDE6B,GEX,ENSG00000133256,1
ATP5ME,GEX,ENSG00000169020,1
MYL5,GEX,ENSG00000215375,1
PCGF3,GEX,ENSG00000185619,1
AC139887.2,GEX,ENSG00000249592,0
GAK,GEX,ENSG00000178950,1
TMEM175,GEX,ENSG00000127419,1
DGKQ,GEX,ENSG00000145214,1
IDUA,GEX,ENSG00000127415,1
FGFRL1,GEX,ENSG00000127418,1
RNF212,GEX,ENSG00000178222,1
AC092535.4,GEX,ENSG00000251652,0
SPON2,GEX,ENSG00000159674,1
CTBP1,GEX,ENSG00000159692,1
CTBP1-DT,GEX,ENSG00000196810,0
MAEA,GEX,ENSG00000090316,1
UVSSA,GEX,ENSG00000163945,1
CRIPAK,GEX,ENSG00000288380,0
FAM53A,GEX,ENSG00000174137,1
SLBP,GEX,ENSG00000163950,1
TACC3,GEX,ENSG00000013810,1
TMEM129,GEX,ENSG00000168936,1
LETM1,GEX,ENSG00000168924,1
NSD2,GEX,ENSG00000109685,1
NELFA,GEX,ENSG00000185049,1
C4orf48,GEX,ENSG00000243449,1
POLN,GEX,ENSG00000130997,1
HAUS3,GEX,ENSG00000214367,1
MXD4,GEX,ENSG00000123933,1
ZFYVE28,GEX,ENSG00000159733,1
RNF4,GEX,ENSG00000063978,1
FAM193A,GEX,ENSG00000125386,1
TNIP2,GEX,ENSG00000168884,1
SH3BP2,GEX,ENSG00000087266,1
ADD1,GEX,ENSG00000087274,1
MFSD10,GEX,ENSG00000109736,1
NOP14-AS1,GEX,ENSG00000249673,0
NOP14,GEX,ENSG00000087269,1
GRK4,GEX,ENSG00000125388,1
HTT,GEX,ENSG00000197386,1
HTT-AS,GEX,ENSG00000251075,0
RGS12,GEX,ENSG00000159788,1
LRPAP1,GEX,ENSG00000163956,1
TMEM128,GEX,ENSG00000132406,1
LYAR,GEX,ENSG00000145220,1
ZBTB49,GEX,ENSG00000168826,1
NSG1,GEX,ENSG00000168824,1
STX18,GEX,ENSG00000168818,1
STX18-AS1,GEX,ENSG00000247708,0
STK32B,GEX,ENSG00000152953,1
EVC2,GEX,ENSG00000173040,1
MAN2B2,GEX,ENSG00000013288,1
MRFAP1,GEX,ENSG00000179010,1
AC093323.1,GEX,ENSG00000170846,1
LINC002481,GEX,ENSG00000246526,0
MRFAP1L1,GEX,ENSG00000178988,1
BLOC1S4,GEX,ENSG00000186222,1
KIAA0232,GEX,ENSG00000170871,1
TBC1D14,GEX,ENSG00000132405,1
TADA2B,GEX,ENSG00000173011,1
GRPEL1,GEX,ENSG00000109519,1
SORCS2,GEX,ENSG00000184985,1
AFAP1,GEX,ENSG00000196526,1
ABLIM2,GEX,ENSG00000163995,1
SH3TC1,GEX,ENSG00000125089,1
ACOX3,GEX,ENSG00000087008,1
TRMT44,GEX,ENSG00000155275,1
AC108519.1,GEX,ENSG00000288075,0
AC105916.1,GEX,ENSG00000287117,0
SLC2A9,GEX,ENSG00000109667,1
AC005674.2,GEX,ENSG00000261490,0
WDR1,GEX,ENSG00000071127,1
ZNF518B,GEX,ENSG00000178163,1
CLNK,GEX,ENSG00000109684,1
AC006230.1,GEX,ENSG00000287778,0
RAB28,GEX,ENSG00000157869,1
BOD1L1,GEX,ENSG00000038219,1
AC092546.1,GEX,ENSG00000249988,0
LINC00504,GEX,ENSG00000248360,0
CPEB2,GEX,ENSG00000137449,1
AC098829.1,GEX,ENSG00000249252,0
CC2D2A,GEX,ENSG00000048342,1
FBXL5,GEX,ENSG00000118564,1
FAM200B,GEX,ENSG00000237765,1
BST1,GEX,ENSG00000109743,1
CD38,GEX,ENSG00000004468,1
FGFBP2,GEX,ENSG00000137441,1
PROM1,GEX,ENSG00000007062,1
TAPT1,GEX,ENSG00000169762,1
TAPT1-AS1,GEX,ENSG00000263327,0
LDB2,GEX,ENSG00000169744,1
QDPR,GEX,ENSG00000151552,1
LAP3,GEX,ENSG00000002549,1
AC006160.1,GEX,ENSG00000249502,0
MED28,GEX,ENSG00000118579,1
FAM184B,GEX,ENSG00000047662,1
DCAF16,GEX,ENSG00000163257,1
NCAPG,GEX,ENSG00000109805,1
LCORL,GEX,ENSG00000178177,1
PACRGL,GEX,ENSG00000163138,1
KCNIP4,GEX,ENSG00000185774,1
ADGRA3,GEX,ENSG00000152990,1
DHX15,GEX,ENSG00000109606,1
CCDC149,GEX,ENSG00000181982,1
SEPSECS,GEX,ENSG00000109618,1
SEPSECS-AS1,GEX,ENSG00000281501,0
PI4K2B,GEX,ENSG00000038210,1
ZCCHC4,GEX,ENSG00000168228,1
ANAPC4,GEX,ENSG00000053900,1
SEL1L3,GEX,ENSG00000091490,1
SMIM20,GEX,ENSG00000250317,1
RBPJ,GEX,ENSG00000168214,1
TBC1D19,GEX,ENSG00000109680,1
STIM2,GEX,ENSG00000109689,1
ARAP2,GEX,ENSG00000047365,1
DTHD1,GEX,ENSG00000197057,1
C4orf19,GEX,ENSG00000154274,1
RELL1,GEX,ENSG00000181826,1
PGM2,GEX,ENSG00000169299,1
TBC1D1,GEX,ENSG00000065882,1
KLF3-AS1,GEX,ENSG00000231160,0
KLF3,GEX,ENSG00000109787,1
TLR10,GEX,ENSG00000174123,1
TLR1,GEX,ENSG00000174125,1
TLR6,GEX,ENSG00000174130,1
FAM114A1,GEX,ENSG00000197712,1
TMEM156,GEX,ENSG00000121895,1
KLHL5,GEX,ENSG00000109790,1
AC079921.1,GEX,ENSG00000249207,0
WDR19,GEX,ENSG00000157796,1
RFC1,GEX,ENSG00000035928,1
RPL9,GEX,ENSG00000163682,1
LIAS,GEX,ENSG00000121897,1
UGDH,GEX,ENSG00000109814,1
UGDH-AS1,GEX,ENSG00000249348,0
SMIM14,GEX,ENSG00000163683,1
UBE2K,GEX,ENSG00000078140,1
PDS5A,GEX,ENSG00000121892,1
N4BP2,GEX,ENSG00000078177,1
RHOH,GEX,ENSG00000168421,1
RBM47,GEX,ENSG00000163694,1
NSUN7,GEX,ENSG00000179299,1
APBB2,GEX,ENSG00000163697,1
LIMCH1,GEX,ENSG00000064042,1
AC108210.1,GEX,ENSG00000249771,0
TMEM33,GEX,ENSG00000109133,1
SLC30A9,GEX,ENSG00000014824,1
BEND4,GEX,ENSG00000188848,1
ATP8A1,GEX,ENSG00000124406,1
GUF1,GEX,ENSG00000151806,1
GNPDA2,GEX,ENSG00000163281,1
COMMD8,GEX,ENSG00000169019,1
ATP10D,GEX,ENSG00000145246,1
AC107068.2,GEX,ENSG00000282917,0
NFXL1,GEX,ENSG00000170448,1
NIPAL1,GEX,ENSG00000163293,1
TXK,GEX,ENSG00000074966,1
TEC,GEX,ENSG00000135605,1
SLAIN2,GEX,ENSG00000109171,1
FRYL,GEX,ENSG00000075539,1
OCIAD1,GEX,ENSG00000109180,1
OCIAD2,GEX,ENSG00000145247,1
DCUN1D4,GEX,ENSG00000109184,1
SGCB,GEX,ENSG00000163069,1
USP46,GEX,ENSG00000109189,1
DANCR,GEX,ENSG00000226950,0
SCFD2,GEX,ENSG00000184178,1
FIP1L1,GEX,ENSG00000145216,1
LNX1,GEX,ENSG00000072201,1
CHIC2,GEX,ENSG00000109220,1
KIT,GEX,ENSG00000157404,1
SRD5A3,GEX,ENSG00000128039,1
TMEM165,GEX,ENSG00000134851,1
CLOCK,GEX,ENSG00000134852,1
EXOC1,GEX,ENSG00000090989,1
CEP135,GEX,ENSG00000174799,1
KIAA1211,GEX,ENSG00000109265,1
AASDH,GEX,ENSG00000157426,1
PPAT,GEX,ENSG00000128059,1
PAICS,GEX,ENSG00000128050,1
SRP72,GEX,ENSG00000174780,1
ARL9,GEX,ENSG00000196503,1
THEGL,GEX,ENSG00000249693,1
HOPX,GEX,ENSG00000171476,1
SPINK2,GEX,ENSG00000128040,1
REST,GEX,ENSG00000084093,1
NOA1,GEX,ENSG00000084092,1
POLR2B,GEX,ENSG00000047315,1
IGFBP7,GEX,ENSG00000163453,1
ADGRL3,GEX,ENSG00000150471,1
AC104806.2,GEX,ENSG00000250075,0
CENPC,GEX,ENSG00000145241,1
STAP1,GEX,ENSG00000035720,1
UBA6,GEX,ENSG00000033178,1
UBA6-AS1,GEX,ENSG00000248049,0
YTHDC1,GEX,ENSG00000083896,1
SULT1B1,GEX,ENSG00000173597,1
JCHAIN,GEX,ENSG00000132465,1
UTP3,GEX,ENSG00000132467,1
RUFY3,GEX,ENSG00000018189,1
GRSF1,GEX,ENSG00000132463,1
MOB1B,GEX,ENSG00000173542,1
DCK,GEX,ENSG00000156136,1
SLC4A4,GEX,ENSG00000080493,1
ADAMTS3,GEX,ENSG00000156140,1
COX18,GEX,ENSG00000163626,1
ANKRD17,GEX,ENSG00000132466,1
AC053527.2,GEX,ENSG00000250220,0
CXCL8,GEX,ENSG00000169429,1
CXCL3,GEX,ENSG00000163734,1
CXCL2,GEX,ENSG00000081041,1
MTHFD2L,GEX,ENSG00000163738,1
EREG,GEX,ENSG00000124882,1
AREG,GEX,ENSG00000109321,1
PARM1,GEX,ENSG00000169116,1
RCHY1,GEX,ENSG00000163743,1
THAP6,GEX,ENSG00000174796,1
G3BP2,GEX,ENSG00000138757,1
USO1,GEX,ENSG00000138768,1
NAAA,GEX,ENSG00000138744,1
SDAD1,GEX,ENSG00000198301,1
NUP54,GEX,ENSG00000138750,1
SCARB2,GEX,ENSG00000138760,1
SEPTIN11,GEX,ENSG00000138758,1
CCNI,GEX,ENSG00000118816,1
CCNG2,GEX,ENSG00000138764,1
CNOT6L,GEX,ENSG00000138767,1
MRPL1,GEX,ENSG00000169288,1
BMP2K,GEX,ENSG00000138756,1
PAQR3,GEX,ENSG00000163291,1
LINC01088,GEX,ENSG00000249307,0
ANTXR2,GEX,ENSG00000163297,1
PRDM8,GEX,ENSG00000152784,1
CFAP299,GEX,ENSG00000197826,1
PRKG2,GEX,ENSG00000138669,1
RASGEF1B,GEX,ENSG00000138670,1
AC124016.2,GEX,ENSG00000273156,0
HNRNPD,GEX,ENSG00000138668,1
AC124016.1,GEX,ENSG00000272677,0
HNRNPDL,GEX,ENSG00000152795,1
ENOPH1,GEX,ENSG00000145293,1
TMEM150C,GEX,ENSG00000249242,1
SCD5,GEX,ENSG00000145284,1
SEC31A,GEX,ENSG00000138674,1
THAP9-AS1,GEX,ENSG00000251022,0
THAP9,GEX,ENSG00000168152,1
LIN54,GEX,ENSG00000189308,1
COPS4,GEX,ENSG00000138663,1
AC073840.1,GEX,ENSG00000286035,0
PLAC8,GEX,ENSG00000145287,1
AC114781.2,GEX,ENSG00000250057,0
COQ2,GEX,ENSG00000173085,1
HPSE,GEX,ENSG00000173083,1
HELQ,GEX,ENSG00000163312,1
MRPS18C,GEX,ENSG00000163319,1
ABRAXAS1,GEX,ENSG00000163322,1
GPAT3,GEX,ENSG00000138678,1
CDS1,GEX,ENSG00000163624,1
WDFY3,GEX,ENSG00000163625,1
ARHGAP24,GEX,ENSG00000138639,1
MAPK10,GEX,ENSG00000109339,1
PTPN13,GEX,ENSG00000163629,1
AC093827.4,GEX,ENSG00000284968,0
AFF1,GEX,ENSG00000172493,1
KLHL8,GEX,ENSG00000145332,1
HSD17B13,GEX,ENSG00000170509,1
HSD17B11,GEX,ENSG00000198189,1
NUDT9,GEX,ENSG00000170502,1
PKD2,GEX,ENSG00000118762,1
ABCG2,GEX,ENSG00000118777,1
PPM1K,GEX,ENSG00000163644,1
PPM1K-DT,GEX,ENSG00000246375,0
HERC6,GEX,ENSG00000138642,1
HERC5,GEX,ENSG00000138646,1
PYURF,GEX,ENSG00000145337,1
HERC3,GEX,ENSG00000138641,1
NAP1L5,GEX,ENSG00000177432,1
FAM13A-AS1,GEX,ENSG00000248019,0
FAM13A,GEX,ENSG00000138640,1
TIGD2,GEX,ENSG00000180346,1
GPRIN3,GEX,ENSG00000185477,1
SNCA,GEX,ENSG00000145335,1
MMRN1,GEX,ENSG00000138722,1
CCSER1,GEX,ENSG00000184305,1
SMARCAD1,GEX,ENSG00000163104,1
PDLIM5,GEX,ENSG00000163110,1
STPG2,GEX,ENSG00000163116,1
RAP1GDS1,GEX,ENSG00000138698,1
TSPAN5,GEX,ENSG00000168785,1
EIF4E,GEX,ENSG00000151247,1
METAP1,GEX,ENSG00000164024,1
ADH5,GEX,ENSG00000197894,1
AP002026.1,GEX,ENSG00000246090,0
TRMT10A,GEX,ENSG00000145331,1
DAPP1,GEX,ENSG00000070190,1
LAMTOR3,GEX,ENSG00000109270,1
DNAJB14,GEX,ENSG00000164031,1
H2AFZ,GEX,ENSG00000164032,1
AC097460.1,GEX,ENSG00000245322,0
EMCN,GEX,ENSG00000164035,1
PPP3CA,GEX,ENSG00000138814,1
BANK1,GEX,ENSG00000153064,1
AP002075.1,GEX,ENSG00000251309,0
SLC39A8,GEX,ENSG00000138821,1
NFKB1,GEX,ENSG00000109320,1
MANBA,GEX,ENSG00000109323,1
UBE2D3,GEX,ENSG00000109332,1
AC018797.3,GEX,ENSG00000286242,0
UBE2D3-AS1,GEX,ENSG00000246560,0
CISD2,GEX,ENSG00000145354,1
SLC9B1,GEX,ENSG00000164037,1
SLC9B2,GEX,ENSG00000164038,1
BDH2,GEX,ENSG00000164039,1
CENPE,GEX,ENSG00000138778,1
AC096577.1,GEX,ENSG00000248373,0
TET2,GEX,ENSG00000168769,1
PPA2,GEX,ENSG00000138777,1
INTS12,GEX,ENSG00000138785,1
GSTCD,GEX,ENSG00000138780,1
TBCK,GEX,ENSG00000145348,1
AIMP1,GEX,ENSG00000164022,1
AC092445.1,GEX,ENSG00000286147,0
PAPSS1,GEX,ENSG00000138801,1
SGMS2,GEX,ENSG00000164023,1
AC096564.1,GEX,ENSG00000245293,0
CYP2U1,GEX,ENSG00000155016,1
HADH,GEX,ENSG00000138796,1
LEF1,GEX,ENSG00000138795,1
LEF1-AS1,GEX,ENSG00000232021,0
RPL34-AS1,GEX,ENSG00000234492,0
RPL34,GEX,ENSG00000109475,1
OSTC,GEX,ENSG00000198856,1
AC107071.1,GEX,ENSG00000286136,0
SEC24B-AS1,GEX,ENSG00000247950,0
SEC24B,GEX,ENSG00000138802,1
MCUB,GEX,ENSG00000005059,1
CASP6,GEX,ENSG00000138794,1
PLA2G12A,GEX,ENSG00000123739,1
GAR1,GEX,ENSG00000109534,1
ELOVL6,GEX,ENSG00000170522,1
FAM241A,GEX,ENSG00000174749,1
AP1AR,GEX,ENSG00000138660,1
TIFA,GEX,ENSG00000145365,1
ALPK1,GEX,ENSG00000073331,1
ZGRF1,GEX,ENSG00000138658,1
LARP7,GEX,ENSG00000174720,1
CAMK2D,GEX,ENSG00000145349,1
UGT8,GEX,ENSG00000174607,1
SNHG8,GEX,ENSG00000269893,0
METTL14,GEX,ENSG00000145388,1
SEC24D,GEX,ENSG00000150961,1
SYNPO2,GEX,ENSG00000172403,1
USP53,GEX,ENSG00000145390,1
C4orf3,GEX,ENSG00000164096,1
PDE5A,GEX,ENSG00000138735,1
MAD2L1,GEX,ENSG00000164109,1
AC073475.1,GEX,ENSG00000250938,0
PRDM5,GEX,ENSG00000138738,1
TNIP3,GEX,ENSG00000050730,1
ANXA5,GEX,ENSG00000164111,1
EXOSC9,GEX,ENSG00000123737,1
CCNA2,GEX,ENSG00000145386,1
BBS7,GEX,ENSG00000138686,1
KIAA1109,GEX,ENSG00000138688,1
NUDT6,GEX,ENSG00000170917,1
SPATA5,GEX,ENSG00000145375,1
SPRY1,GEX,ENSG00000164056,1
ANKRD50,GEX,ENSG00000151458,1
FAT4,GEX,ENSG00000196159,1
INTU,GEX,ENSG00000164066,1
HSPA4L,GEX,ENSG00000164070,1
PLK4,GEX,ENSG00000142731,1
MFSD8,GEX,ENSG00000164073,1
ABHD18,GEX,ENSG00000164074,1
LARP1B,GEX,ENSG00000138709,1
PGRMC2,GEX,ENSG00000164040,1
LINC02615,GEX,ENSG00000251432,0
JADE1,GEX,ENSG00000077684,1
SCLT1,GEX,ENSG00000151466,1
C4orf33,GEX,ENSG00000151470,1
AC093916.1,GEX,ENSG00000251598,0
SLC7A11,GEX,ENSG00000151012,1
AC109927.1,GEX,ENSG00000250195,0
NOCT,GEX,ENSG00000151014,1
ELF2,GEX,ENSG00000109381,1
NDUFC1,GEX,ENSG00000109390,1
NAA15,GEX,ENSG00000164134,1
AC097376.3,GEX,ENSG00000273247,0
RAB33B,GEX,ENSG00000172007,1
SETD7,GEX,ENSG00000145391,1
MGST2,GEX,ENSG00000085871,1
MAML3,GEX,ENSG00000196782,1
SCOC,GEX,ENSG00000153130,1
SCOC-AS1,GEX,ENSG00000196951,0
CLGN,GEX,ENSG00000153132,1
ELMOD2,GEX,ENSG00000179387,1
TBC1D9,GEX,ENSG00000109436,1
RNF150,GEX,ENSG00000170153,1
ZNF330,GEX,ENSG00000109445,1
LINC02432,GEX,ENSG00000248810,0
IL15,GEX,ENSG00000164136,1
INPP4B,GEX,ENSG00000109452,1
AC139720.1,GEX,ENSG00000249806,0
AC104596.1,GEX,ENSG00000250326,0
USP38,GEX,ENSG00000170185,1
GAB1,GEX,ENSG00000109458,1
SMARCA5,GEX,ENSG00000153147,1
AC107223.1,GEX,ENSG00000251600,0
GYPE,GEX,ENSG00000197465,1
GYPB,GEX,ENSG00000250361,1
GYPA,GEX,ENSG00000170180,1
AC098588.3,GEX,ENSG00000285783,0
ANAPC10,GEX,ENSG00000164162,1
ABCE1,GEX,ENSG00000164163,1
OTUD4,GEX,ENSG00000164164,1
SMAD1,GEX,ENSG00000170365,1
MMAA,GEX,ENSG00000151611,1
ZNF827,GEX,ENSG00000151612,1
LSM6,GEX,ENSG00000164167,1
SLC10A7,GEX,ENSG00000120519,1
TMEM184C,GEX,ENSG00000164168,1
PRMT9,GEX,ENSG00000164169,1
ARHGAP10,GEX,ENSG00000071205,1
NR3C2,GEX,ENSG00000151623,1
AC002460.2,GEX,ENSG00000287292,0
DCLK2,GEX,ENSG00000170390,1
LRBA,GEX,ENSG00000198589,1
RPS3A,GEX,ENSG00000145425,1
SH3D19,GEX,ENSG00000109686,1
FAM160A1,GEX,ENSG00000164142,1
GATB,GEX,ENSG00000059691,1
FBXW7,GEX,ENSG00000109670,1
AC023424.3,GEX,ENSG00000287555,0
TMEM154,GEX,ENSG00000170006,1
ARFIP1,GEX,ENSG00000164144,1
FHDC1,GEX,ENSG00000137460,1
TRIM2,GEX,ENSG00000109654,1
MND1,GEX,ENSG00000121211,1
TMEM131L,GEX,ENSG00000121210,1
AC106865.2,GEX,ENSG00000287216,0
TLR2,GEX,ENSG00000137462,1
RNF175,GEX,ENSG00000145428,1
PLRG1,GEX,ENSG00000171566,1
MAP9,GEX,ENSG00000164114,1
GUCY1A1,GEX,ENSG00000164116,1
GUCY1B1,GEX,ENSG00000061918,1
CTSO,GEX,ENSG00000256043,1
PDGFC,GEX,ENSG00000145431,1
GASK1B,GEX,ENSG00000164125,1
FAM198B-AS1,GEX,ENSG00000248429,0
TMEM144,GEX,ENSG00000164124,1
C4orf46,GEX,ENSG00000205208,1
ETFDH,GEX,ENSG00000171503,1
PPID,GEX,ENSG00000171497,1
FNIP2,GEX,ENSG00000052795,1
C4orf45,GEX,ENSG00000164123,1
RAPGEF2,GEX,ENSG00000109756,1
NAF1,GEX,ENSG00000145414,1
TMA16,GEX,ENSG00000198498,1
MARCH1,GEX,ENSG00000145416,1
TMEM192,GEX,ENSG00000170088,1
KLHL2,GEX,ENSG00000109466,1
MSMO1,GEX,ENSG00000052802,1
SPOCK3,GEX,ENSG00000196104,1
DDX60,GEX,ENSG00000137628,1
DDX60L,GEX,ENSG00000181381,1
PALLD,GEX,ENSG00000129116,1
CBR4,GEX,ENSG00000145439,1
SH3RF1,GEX,ENSG00000154447,1
NEK1,GEX,ENSG00000137601,1
CLCN3,GEX,ENSG00000109572,1
HPF1,GEX,ENSG00000056050,1
MFAP3L,GEX,ENSG00000198948,1
GALNTL6,GEX,ENSG00000174473,1
AC105285.1,GEX,ENSG00000245213,0
GALNT7,GEX,ENSG00000109586,1
AC097534.1,GEX,ENSG00000248774,0
HMGB2,GEX,ENSG00000164104,1
AC097534.2,GEX,ENSG00000272870,0
SAP30,GEX,ENSG00000164105,1
AC093849.4,GEX,ENSG00000288025,0
FBXO8,GEX,ENSG00000164117,1
CEP44,GEX,ENSG00000164118,1
HPGD,GEX,ENSG00000164120,1
GPM6A,GEX,ENSG00000150625,1
WDR17,GEX,ENSG00000150627,1
AC019163.1,GEX,ENSG00000248980,0
SPCS3,GEX,ENSG00000129128,1
NEIL3,GEX,ENSG00000109674,1
AGA,GEX,ENSG00000038002,1
AC078881.1,GEX,ENSG00000250131,0
DCTD,GEX,ENSG00000129187,1
WWC2,GEX,ENSG00000151718,1
CDKN2AIP,GEX,ENSG00000168564,1
AC107214.1,GEX,ENSG00000232648,0
ING2,GEX,ENSG00000168556,1
RWDD4,GEX,ENSG00000182552,1
TRAPPC11,GEX,ENSG00000168538,1
LINC02362,GEX,ENSG00000249096,0
IRF2,GEX,ENSG00000168310,1
AC099343.3,GEX,ENSG00000271646,0
CASP3,GEX,ENSG00000164305,1
PRIMPOL,GEX,ENSG00000164306,1
CENPU,GEX,ENSG00000151725,1
ACSL1,GEX,ENSG00000151726,1
AC084871.1,GEX,ENSG00000251139,0
MIR3945HG,GEX,ENSG00000251230,0
CFAP97,GEX,ENSG00000164323,1
SNX25,GEX,ENSG00000109762,1
LRP2BP,GEX,ENSG00000109771,1
AC112722.1,GEX,ENSG00000250410,0
ANKRD37,GEX,ENSG00000186352,1
UFSP2,GEX,ENSG00000109775,1
C4orf47,GEX,ENSG00000205129,1
SORBS2,GEX,ENSG00000154556,1
CYP4V2,GEX,ENSG00000145476,1
KLKB1,GEX,ENSG00000164344,1
FRG1-DT,GEX,ENSG00000245685,0
FRG1,GEX,ENSG00000109536,1
